,Gene,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon
0,thrA,0.6861935869597003,thrA KO,0.07663828365964043,Cysteine-1,0.07562788785712382,Thiamine-1
1,thrB,0.25451217658605996,thrA KO,0.22788355938939897,Leu/Val/Ile,0.10339398445051928,Leucine
2,thrC,0.24658675018457998,thrA KO,0.23448606933772786,Leu/Val/Ile,0.1559060671167677,Dipeptide
3,yaaX,0.17100656270026282,Leu/Val/Ile,0.16960154257874638,Nucleotide Stress,0.09536462116749223,Glycolate
4,yaaA,0.42861174650624145,OxyR,0.17180759914882104,Cold Shock,0.12960644580217995,UC-8
5,yaaJ,0.6036344015237085,Fnr-2,0.27285612327808095,ppGpp,0.09712692439705495,Fnr-1
6,talB,0.17229055412121652,Cold Shock,0.10184394289201992,UC-8,0.08653231481054158,Thr/Ser-1
7,mog,0.08592874026868202,UC-5,0.07501892305298041,Cellulose,0.06194074488075585,RpoS
8,satP,0.20069996578401894,ppGpp,0.15537646155532736,UC-1,0.06711679061546683,Fnr-2
9,yaaW,0.18458241867194458,Cold Shock,0.08283058552128597,Translation,0.0627169804540435,UC-6
10,mbiA,0.09060406831327394,UC-5,0.07958429864318617,DNA Damage,0.07384634624707176,UC-6
11,yaaI,0.1006298666352925,SSW SNPs,0.05716344669637652,yqhI,0.04040679614036857,yneP
12,dnaK,0.8206806659659587,RpoH,0.060095263810654664,nquinone ALE 3,0.030620855581608764,Nucleotide Stress
13,dnaJ,0.7435834104375492,RpoH,0.048534531604563114,Biotin,0.04250721409056768,gcvB
14,insL1,0.5881593121518807,minicoli KOs,0.10663353181515811,RpoH,0.056452997009298844,IS Elements-1
15,mokC,0.19808906225123002,Crp-1,0.1788071449673262,UC-7,0.1229736325860118,Cellulose
16,nhaA,0.2967668996849461,UC-8,0.1466213341560686,GadXW,0.09862318084089716,RpoS
17,nhaR,0.25181860404526724,UC-8,0.11478615454328212,GadX,0.1098670378978982,Translation
18,insB1,0.5777583054077056,IS1,0.16381650360296407,Cold Shock,0.15079595949365132,IS Elements-1
19,insA1,0.5760835110748455,IS1,0.23282131148646845,Cold Shock,0.19629845108220778,minicoli KOs
20,rpsT,0.5677155775674229,ppGpp,0.14622542716261167,Translation,0.08722442334783798,RpoS
21,yaaY,0.19215931718691315,UC-8,0.15289313437172758,ppGpp,0.13449881146811082,Cold Shock
22,ribF,0.10959550632261883,baeR KO,0.0942112255071127,Crp-1,0.07442906111719483,Leucine
23,ileS,0.1756132197559469,UC-8,0.10438217864410082,baeR KO,0.08951364869634004,Leucine
24,lspA,0.167078093455981,UC-8,0.15902177301527753,pts ALE,0.09148674043249772,baeR KO
25,fkpB,0.15239407055223064,UC-1,0.14008133686571989,pts ALE,0.08927868636532121,baeR KO
26,ispH,0.212825449933418,pts ALE,0.15216974892256163,baeR KO,0.1307657398890808,UC-8
27,rihC,0.22511853294843698,Crp-1,0.21068956181776932,IS5,0.14966983910038345,Crp-2
28,dapB,0.6574839542743105,Lysine/T2SS,0.1508267421629209,Arginine,0.14714991999654758,Cold Shock
29,carA,0.6040330038309705,Pyrimidine,0.3830654505332216,Arginine,0.06972529836966002,Methionine
30,carB,0.6815176406278747,Pyrimidine,0.33896038929942784,Arginine,0.11845121088137123,Cysteine-1
31,caiF,0.22545835069585118,Pyrimidine,0.19356108519071302,Cellulose,0.10124011900818841,Fnr-2
32,caiE,0.0972849179913422,Cellulose,0.09352952465578823,Membrane,0.06323722185044145,Translation
33,caiD,0.1398565349899894,Cellulose,0.11661228364082976,Pyruvate-2,0.10694416259123651,Membrane
34,caiC,0.18810130711686046,Membrane,0.07416524240037725,Cold Shock,0.06479382352740648,Pyrimidine
35,caiB,0.10031505030127985,Microaerobic,0.08538195012987704,Methionine,0.06531638340798107,Fnr-3
36,caiA,0.11431313413283983,Microaerobic,0.10601226244452155,Isc System,0.0777935623634105,NrdR
37,caiT,0.08243093182146533,Cytochrome c,0.06284455897066554,ArcA,0.06033459815269815,ppGpp
38,fixA,0.15825290421688798,Tryptophanase,0.09223418685477225,UC-3,0.07598661278103291,LPS
39,fixB,0.06894087737038601,IS5,0.050794314718563216,FlhDC-1,0.04703567905407846,PAL 26 Del
40,fixC,0.056381485684470545,Efflux Pump,0.044280968355026595,UC-5,0.03989128102003425,GadX
41,fixX,0.07013483333158921,UC-2,0.03662093858276394,Efflux Pump,0.03345478114719136,LPS
42,yaaU,0.036379482391516005,Translation,0.02508594394477137,FucR/AllR/AraC,0.023241198253921458,Leucine
43,kefF,0.20053932836582777,RpoS,0.19053975929223865,Cold Shock,0.07864554449355421,Fnr-3
44,kefC,0.273982094180255,RpoS,0.16882495832479405,Cold Shock,0.06402693066918297,NtrC-1
45,folA,0.3051003848641355,ppGpp,0.25223512205673515,Fnr-2,0.1361442525658888,Fnr-3
46,apaH,0.07304835447456948,RpoE,0.07098700231653443,Fnr-2,0.06586453557255811,Nickel/Cobalt
47,apaG,0.06418209067365965,RpoE,0.054620058277407346,UC-1,0.05204571895993759,Nucleotide Stress
48,rsmA,0.1266678256169037,ppGpp,0.09455063732136926,baeR KO,0.08469928554999517,Osmoprotectant
49,pdxA,0.10260699289575026,Osmoprotectant,0.08868180862562514,ppGpp,0.08176508905078606,baeR KO
50,surA,0.11272196826537462,baeR KO,0.10284315161387014,Suf System,0.08086004773055311,RpoE
51,lptD,0.11798786043864873,Fnr-2,0.11001000149337725,Leucine,0.09273288615580311,Suf System
52,djlA,0.11278225156365562,Crp-1,0.10691571908618869,Efflux Pump,0.09450906404737403,baeR KO
53,yabP,0.07554237919252105,Efflux Pump,0.06303534082860918,yjjZ,0.061270156455831115,Nucleotide Stress
54,yabQ,0.06405816681145204,Rhamnose,0.06362965593577341,ytiC,0.05855864641266062,Cold Shock
55,rluA,0.15777288480532303,Nucleotide Stress,0.09167509534065521,Tryptophanase,0.08418674604233156,UC-5
56,rapA,0.18519410650576484,Nucleotide Stress,0.12880043021997,ppGpp,0.09376963293911167,UC-5
57,polB,0.3668142152509941,DNA Damage,0.09032678657114412,Suf System,0.053396053445912584,UC-2
58,araD,0.3376188849629437,FucR/AllR/AraC,0.31135396564753737,BW25113,0.08960927454794776,UC-2
59,araA,0.45590438714708126,BW25113,0.24592278940261436,FucR/AllR/AraC,0.07213698372736654,Sugar Diacid
60,araB,0.34544823562087346,BW25113,0.3213012874301229,FucR/AllR/AraC,0.08680808130873596,Sugar Diacid
61,araC,0.16200261416233963,ppGpp,0.1528394064920391,Crp-1,0.1389550300639365,Acetate
62,yabI,0.38811980427062687,minicoli KOs,0.12364595399322231,Acetate,0.07883742919013936,IS5
63,thiQ,0.394222013723591,Thiamine-2,0.24076890449442412,minicoli KOs,0.22973107665756232,Thiamine-1
64,thiP,0.4204281704927628,Thiamine-2,0.26019781249910334,minicoli KOs,0.2586648056700148,Thiamine-1
65,thiB,0.3998824698048832,Thiamine-2,0.36202656312860737,minicoli KOs,0.2767340532953769,Thiamine-1
66,sgrR,0.4998321222470492,minicoli KOs,0.11011839159293269,UC-7,0.08089005108339287,UC-2
67,setA,0.3769041731168512,minicoli KOs,0.09774032193493709,UC-6,0.08638464526575262,UC-1
68,leuD,0.760477840563255,Leucine,0.25227227503577654,Lrp,0.09265939087408936,Leu/Val/Ile
69,leuC,0.7875715044148672,Leucine,0.26683873829327476,Lrp,0.09269112138733182,Leu/Val/Ile
70,leuB,0.7575671455003947,Leucine,0.251616044766112,Lrp,0.0864341654271471,Leu/Val/Ile
71,leuA,0.7378227979341834,Leucine,0.2171211136740281,Lrp,0.11237034784954192,Leu/Val/Ile
72,leuO,0.23767948318685228,Cellulose,0.19261896890286923,ppGpp,0.06490273028130411,Leucine
73,ilvI,0.713356629068526,Lrp,0.26636003136238384,Leucine,0.0595626564649816,Purine
74,ilvH,0.6675461447323345,Lrp,0.25398621191238524,Leucine,0.045586709334239806,Biotin
75,cra,0.07950909000006667,Suf System,0.0747717817038206,UC-3,0.07405713583894369,Tryptophanase
76,mraZ,0.18245191427438845,Cold Shock,0.0936976027681311,FlhDC-2,0.08225172848197804,baeR KO
77,rsmH,0.15442028252882767,Cold Shock,0.11330245093407765,ROS TALE Amp,0.10367057873827512,baeR KO
78,ftsL,0.12071285653258912,UC-2,0.07523983403068235,FlhDC-2,0.07100812867747341,LPS
79,ftsI,0.09165473817556125,Rhamnose,0.06504770666694148,baeR KO,0.04176320811373235,Cold Shock
80,murE,0.17157634111066133,baeR KO,0.07096140911847826,Crp-2,0.06457312273810867,minicoli KOs
81,murF,0.14244718460743755,baeR KO,0.09182748007765229,gcvB,0.06192084753418425,Resistance
82,mraY,0.15452244157085215,baeR KO,0.10696888868182997,minicoli KOs,0.08092044303596468,UC-7
83,murD,0.17020687336483153,baeR KO,0.06203084862010988,Cold Shock,0.06177238265964147,minicoli KOs
84,ftsW,0.17174193635251922,minicoli KOs,0.14107790354032523,baeR KO,0.075797141668842,Glutamine
85,murG,0.15753992222102686,baeR KO,0.09084125421452804,minicoli KOs,0.05056008678716217,PAL 10 Del
86,murC,0.2097292213768155,baeR KO,0.07615187492918418,PAL 10 Del,0.0673961774330114,Propionate
87,ddlB,0.11362908925368687,baeR KO,0.05230374137976279,Cold Shock,0.04967962938521786,Leucine
88,ftsQ,0.14904988380119988,minicoli KOs,0.14350618960445305,baeR KO,0.08123174434547453,Glutamine
89,ftsA,0.17851437698795813,UC-2,0.14377359126845057,minicoli KOs,0.11365797573560854,UC-1
90,ftsZ,0.14107632887025,Nucleotide Stress,0.11009952369648435,Cold Shock,0.07125563249077804,NtrC-1
91,lpxC,0.38049343119683565,SoxS,0.08657315829178358,UC-1,0.08091139938671532,baeR KO
92,secM,0.14422951389080774,SoxS,0.10976080691838808,UC-1,0.06449722811042957,minicoli KOs
93,secA,0.1350445725377557,Curli-1,0.12946202105813442,RpoS,0.11457464652058158,SoxS
94,mutT,0.388529770787405,Nucleotide Stress,0.09523729732903796,NRZ,0.08884561866863205,RpoS
95,yacG,0.08614023751438382,Thiamine-1,0.0831843257297451,UC-2,0.07883743232648932,Glycolate
96,zapD,0.1596666632275211,UC-1,0.06505359211839246,UC-2,0.0633052619322616,Cold Shock
97,coaE,0.09767780639412493,Cold Shock,0.09693832116978707,UC-2,0.09460681688871975,UC-1
98,guaC,0.19614173596435924,Cold Shock,0.1463856603551198,UC-8,0.11953277727351674,Fnr-1
99,hofC,0.0436869743605105,UC-1,0.03858685122027483,baeR KO,0.03661451584379016,nquinone ALE 3
100,hofB,0.17664148392551882,Cold Shock,0.06723139101277331,Cellulose,0.062279970730107714,UC-5
101,ppdD,0.17978592373885427,Cold Shock,0.09799628169159902,Cellulose,0.07152903485242024,Efflux Pump
102,nadC,0.1486967969185511,UC-8,0.12273493518291212,baeR KO,0.08881634868773036,UC-1
103,ampD,0.27617141630741704,ppGpp,0.09849334725273251,Translation,0.08729627853007871,Crp-1
104,ampE,0.3132893956736502,ppGpp,0.11039299892705556,Translation,0.08121559794155664,UC-1
105,aroP,0.35373015837828625,Tyr/Trp/Phe,0.3523691827183858,Lrp,0.10755210235570989,Leucine
106,pdhR,0.10353175394600067,UC-6,0.09961019639156521,N Reduction,0.08779200794078101,Fnr-1
107,aceE,0.19804564081881104,Pyruvate-1,0.09990497107450891,Tryptophanase,0.0941986597034209,cyoB/ndh/nuoB KO-2
108,aceF,0.1951023200298866,Pyruvate-1,0.12377682593252282,Tryptophanase,0.09695989938878091,cyoB/ndh/nuoB KO-2
109,lpd,0.14963681497155845,ArcA,0.09201490502927012,Pyruvate-1,0.05195394602471781,thrA KO
110,yacH,0.10590704659899952,Membrane,0.0939338608103295,Translation,0.08942460089936666,gcvB
111,acnB,0.35724369245848064,ArcA,0.0952174468195417,Nucleotide Stress,0.08871450958641569,Cold Shock
112,yacL,0.2597399794856613,UC-1,0.1530043952286867,ppGpp,0.11300309913296114,UC-8
113,speD,0.3764175502096331,ppGpp,0.2334334676226164,Translation,0.09682431941704006,Pyrimidine
114,speE,0.4206117627566589,ppGpp,0.182922196651935,Translation,0.11361020716532377,Pyrimidine
115,yacC,0.35057207463776097,Cold Shock,0.09939196949741202,minicoli KOs,0.04294912314802246,IS1
116,cueO,0.3403316938343516,Copper,0.05665449217020213,Tryptophanase,0.049212145051908185,Thiamine-1
117,gcd,0.39241742848018235,crp KO-1,0.23056802673518495,ArcA,0.1003107496757013,UC-8
118,hpt,0.14776878099261181,Crp-1,0.1434373418879027,UC-2,0.11213712833034106,UC-8
119,can,0.12066555556039338,ArcA,0.11918235349169981,Microaerobic,0.10238064650151502,Crp-1
