,Total_Explained_Variance,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon,num_regulators,num_iM,MAD,log_TPM_median,range_log_tpm,quantile_range_log_tpm,Variance_Category,Expression_Category,Combined_Category
thrB,0.8085333872127701,0.2545121765860599,thrA KO,0.2278835593893989,Leu/Val/Ile,0.1033939844505192,Leucine,1,2,0.6985851829999987,9.225274165,7.560993747785571,3.9008535336,Medium Variance,Medium Expression,Medium Variance - Medium Expression
thrC,0.824916352334161,0.2465867501845799,thrA KO,0.2344860693377278,Leu/Val/Ile,0.1559060671167677,Dipeptide,1,1,0.612526842594523,9.272276899,7.647762484999999,3.6813514392,Medium Variance,Medium Expression,Medium Variance - Medium Expression
rihC,0.8390658320513192,0.2251185329484369,Crp-1,0.2106895618177693,IS5,0.1496698391003834,Crp-2,0,0,0.6068373760000001,4.242850221,6.853657425000001,4.007938434655225,Medium Variance,Low Expression,Medium Variance - Low Expression
caiF,0.8394617418359529,0.2254583506958511,Pyrimidine,0.193561085190713,Cellulose,0.1012401190081884,Fnr-2,3,3,0.8861352009999992,4.851363079,9.844207267,4.45923703844992,Medium Variance,Low Expression,Medium Variance - Low Expression
araD,0.7942652563811237,0.3376188849629437,FucR/AllR/AraC,0.3113539656475373,BW25113,0.0896092745479477,UC-2,3,3,0.5808719039999999,1.558602306,10.39151139,3.231925248543997,Medium Variance,Low Expression,Medium Variance - Low Expression
araB,0.773694859988467,0.3454482356208734,BW25113,0.3213012874301229,FucR/AllR/AraC,0.0868080813087359,Sugar Diacid,4,2,0.7263853790000001,1.392355386,10.60989218,3.2095456975999994,Medium Variance,Low Expression,Medium Variance - Low Expression
thiP,0.8644959558402073,0.4204281704927628,Thiamine-2,0.2601978124991033,minicoli KOs,0.2586648056700148,Thiamine-1,1,1,0.7392986879999999,4.141690055,6.478608136,4.081220272176949,Medium Variance,Low Expression,Medium Variance - Low Expression
thiB,0.9233940159731584,0.3998824698048832,Thiamine-2,0.3620265631286073,minicoli KOs,0.2767340532953769,Thiamine-1,1,3,0.9263118071651776,6.463759995,8.370242789,4.566083886592756,Medium Variance,Medium Expression,Medium Variance - Medium Expression
aroP,0.9023145382807406,0.3537301583782862,Tyr/Trp/Phe,0.3523691827183858,Lrp,0.1075521023557098,Leucine,6,2,0.3729322452154573,8.736501684,6.900317485999999,4.2065816184,Low Variance,Medium Expression,Low Variance - Medium Expression
acnB,0.7270315311798039,0.3572436924584806,ArcA,0.0952174468195417,Nucleotide Stress,0.0887145095864156,Cold Shock,2,1,0.684059039000001,9.616180367,9.067432281086106,3.353805168692393,Medium Variance,Medium Expression,Medium Variance - Medium Expression
gcd,0.8220152946963839,0.3924174284801823,crp KO-1,0.2305680267351849,ArcA,0.1003107496757013,UC-8,3,4,0.9840582410000004,6.413057512000001,9.133656807,4.803155107201793,Medium Variance,Medium Expression,Medium Variance - Medium Expression
