,Total_Explained_Variance,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon,num_regulators,num_iM,MAD,log_TPM_median,range_log_tpm,quantile_range_log_tpm,Variance_Category,Expression_Category,Combined_Category
dnaJ,0.6813920475822212,0.7435834104375492,RpoH,0.0485345316045631,Biotin,0.0425072140905676,gcvB,1,1,0.4652803105559746,7.786792425444026,7.405924007999999,3.5254257614308635,Medium Variance,Medium Expression,Medium Variance - Medium Expression
rluA,0.5494261459914012,0.157772884805323,Nucleotide Stress,0.0916750953406552,Tryptophanase,0.0841867460423315,UC-5,1,1,0.4621334018494716,5.449215004849472,5.988804141917926,2.2497918582208776,Medium Variance,Medium Expression,Medium Variance - Medium Expression
polB,0.5793111381169774,0.3668142152509941,DNA Damage,0.0903267865711441,Suf System,0.0533960534459125,UC-2,1,1,0.4059130050000004,4.041175622,4.788142274831344,2.393369333113232,Medium Variance,Low Expression,Medium Variance - Low Expression
yabI,0.6941938892769867,0.3881198042706268,minicoli KOs,0.1236459539932223,Acetate,0.0788374291901393,IS5,1,0,0.4206314560000006,4.91702974,7.978537875,2.2365073793999986,Medium Variance,Low Expression,Medium Variance - Low Expression
ppdD,0.4439704821266547,0.1797859237388542,Cold Shock,0.097996281691599,Cellulose,0.0715290348524202,Efflux Pump,1,0,0.4175219759999999,0.86485598,4.97711371,2.8437605394,Medium Variance,Low Expression,Medium Variance - Low Expression
speD,0.6311497112487415,0.3764175502096331,ppGpp,0.2334334676226164,Translation,0.09682431941704,Pyrimidine,1,0,0.5546581975511895,8.032553097000001,7.0231499281505,2.569563300584877,Medium Variance,Medium Expression,Medium Variance - Medium Expression
speE,0.6909889553662891,0.4206117627566589,ppGpp,0.182922196651935,Translation,0.1136102071653237,Pyrimidine,1,0,0.4870067667917821,7.978259207208217,7.232824773802432,2.3627115833999977,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yacC,0.5749200192951041,0.3505720746377609,Cold Shock,0.099391969497412,minicoli KOs,0.0429491231480224,IS1,1,0,0.4882807029999991,7.157179932000001,7.202253666384374,2.7971344197701637,Medium Variance,Medium Expression,Medium Variance - Medium Expression
cueO,0.4873676235638375,0.3403316938343516,Copper,0.0566544921702021,Tryptophanase,0.0492121450519081,Thiamine-1,1,3,0.8229399400000004,6.926969354,7.567941359,4.49335827782922,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yadC,0.342290776573829,0.2112738761380254,gcvB,0.1478472362577788,Cellulose,0.0472115109355725,Cold Shock,1,0,0.4309884179999999,2.044089421,4.626155135738203,2.018930847400166,Medium Variance,Low Expression,Medium Variance - Low Expression
