,Total_Explained_Variance,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon,num_regulators,num_iM,MAD,log_TPM_median,range_log_tpm,quantile_range_log_tpm,Variance_Category,Expression_Category,Combined_Category
yaaJ,0.8711459923472942,0.6036344015237085,Fnr-2,0.2728561232780809,ppGpp,0.0971269243970549,Fnr-1,0,1,0.484316880798147,3.382637068201853,5.231202368000001,3.233388403017971,Medium Variance,Low Expression,Medium Variance - Low Expression
insL1,0.786395742815044,0.5881593121518807,minicoli KOs,0.1066335318151581,RpoH,0.0564529970092988,IS Elements-1,0,1,0.3416781658094683,5.661573367999999,8.107305998,2.6878451698720225,Low Variance,Medium Expression,Low Variance - Medium Expression
insB1,0.7948981168058481,0.5777583054077056,IS1,0.163816503602964,Cold Shock,0.1507959594936513,IS Elements-1,0,1,0.5703195926729099,2.440475781,5.75331937,3.5934889299999995,Medium Variance,Low Expression,Medium Variance - Low Expression
insA1,0.7747570195662669,0.5760835110748455,IS1,0.2328213114864684,Cold Shock,0.1962984510822077,minicoli KOs,0,1,0.6136053150000005,3.981927598,6.6380647810000015,3.336631639399999,Medium Variance,Low Expression,Medium Variance - Low Expression
rpsT,0.7191516181830611,0.5677155775674229,ppGpp,0.1462254271626116,Translation,0.0872244233478379,RpoS,0,1,0.6138518870731726,11.617341907073172,10.95984429225,3.058403337999998,Medium Variance,High Expression,Medium Variance - High Expression
mutT,0.7093338257960781,0.388529770787405,Nucleotide Stress,0.0952372973290379,NRZ,0.088845618668632,RpoS,0,0,0.5566301780000007,4.61401188,6.368268469000002,2.853373726599999,Medium Variance,Low Expression,Medium Variance - Low Expression
yadI,0.7206828727768968,0.5418884533594472,Crp-1,0.1232027720181099,Fnr-2,0.1029215259149592,ppGpp,0,1,0.6678553870000004,4.840126709,6.4683444,2.766696727,Medium Variance,Low Expression,Medium Variance - Low Expression
sfsA,0.8143103564871039,0.4915290327353474,UC-8,0.3063290052375654,UC-2,0.1560819042990208,Crp-1,0,2,0.529391958075558,6.456179243999999,6.936077098499999,2.7774603126000006,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yafJ,0.8234523562116588,0.6531245935174207,minicoli KOs,0.085377300050554,UC-7,0.0745706060137888,UC-8,0,0,0.3325909770000006,6.76454857,8.784763567999999,1.907975159747541,Low Variance,Medium Expression,Low Variance - Medium Expression
dinB,0.7221138872382313,0.4739381073377521,minicoli KOs,0.3510956778654804,UC-7,0.0540896338003941,nquinone ALE 3,0,1,0.3589706490000002,4.00589319,6.173086725,2.1245597147999997,Low Variance,Low Expression,Low Variance - Low Expression
