# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.0
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-03-2024
## Columns:
## (1) Gene identifier assigned by RegulonDB
## (2) Gene name
## (3) Blattner number (bnumber) of the gene
## (4) Gene left end position in the genome
## (5) Gene right end position in the genome
## (6) DNA strand where the gene is coded
## (7) Product name of the gene
## (8) Evidence that supports the existence of the gene
## (9) PMIDs list
## (10) Evidence confidence level (Confirmed, Strong, Weak)
## (11) All bnumber related to gene
## (12) Other database's id  related to gene
1)geneId	2)geneName	3)bnumber	4)leftEndPos	5)rightEndPos	6)strand	7)productName	8)geneEvidences	9)genePMIDS	10)confidenceLevel	11)relatedBnumbers	12)otherDbsIds 
RDBECOLIGNC00001	alr	b4053	4265782	4266861	forward	alanine racemase 1			None		[STRING:511145.b4053][ASAP:ABE-0013272][ECHOBASE:EB0001][OU-MICROARRAY:b4053][CGSC:1034][ECOCYC:EG10001][REFSEQ:b4053] 
RDBECOLIGNC00002	modB	b0764	795862	796551	forward	molybdate ABC transporter membrane subunit			None		[STRING:511145.b0764][ASAP:ABE-0002603][ECHOBASE:EB0002][OU-MICROARRAY:b0764][CGSC:18478][ECOCYC:EG10002][REFSEQ:b0764] 
RDBECOLIGNC00003	cysZ	b2413	2531463	2532224	forward	sulfate:H<sup>+</sup> symporter			None		[STRING:511145.b2413][ASAP:ABE-0007953][ECHOBASE:EB0003][OU-MICROARRAY:b2413][ECOCYC:EG10003][REFSEQ:b2413] 
RDBECOLIGNC00004	dfp	b3639	3812731	3813951	forward	fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase			None		[STRING:511145.b3639][ASAP:ABE-0011896][ECHOBASE:EB0004][OU-MICROARRAY:b3639][CGSC:18430][ECOCYC:EG10004][REFSEQ:b3639] 
RDBECOLIGNC00005	dcuB	b4123	4347404	4348744	reverse	anaerobic C4-dicarboxylate transporter DcuB			None		[STRING:511145.b4123][ASAP:ABE-0013503][ECHOBASE:EB0006][OU-MICROARRAY:b4123][CGSC:34479][ECOCYC:EG10006][REFSEQ:b4123] 
RDBECOLIGNC00006	hisM	b2307	2424517	2425233	reverse	lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisM			None		[STRING:511145.b2307][ASAP:ABE-0007613][ECHOBASE:EB0007][OU-MICROARRAY:b2307][CGSC:25879][ECOCYC:EG10007][REFSEQ:b2307] 
RDBECOLIGNC00007	zraS	b4003	4201926	4203323	forward	sensor histidine kinase ZraS			None		[STRING:511145.b4003][ASAP:ABE-0013088][ECHOBASE:EB0008][OU-MICROARRAY:b4003][CGSC:34249][ECOCYC:EG10008][REFSEQ:b4003] 
RDBECOLIGNC00008	rhsE	b1456	1527890	1529938	forward	RhsE protein in rhs element			None		[ASAP:ABE-0004858][STRING:316407.1742368][ECHOBASE:EB0010][OU-MICROARRAY:b1456][CGSC:33720][ECOCYC:EG10010][REFSEQ:b1456] 
RDBECOLIGNC00009	yaaA	b0006	5683	6459	reverse	DNA binding and peroxide stress response protein YaaA			None		[STRING:511145.b0006][ASAP:ABE-0000018][ECHOBASE:EB0011][OU-MICROARRAY:b0006][ECOCYC:EG10011][REFSEQ:b0006] 
RDBECOLIGNC00010	cydC	b0886	927474	929195	reverse	heme ABC transporter subunit CydC			None		[STRING:511145.b0886][ASAP:ABE-0003012][ECHOBASE:EB0012][OU-MICROARRAY:b0886][CGSC:17725][ECOCYC:EG10012][REFSEQ:b0886] 
RDBECOLIGNC00011	mepM	b1856	1940313	1941635	reverse	peptidoglycan endopeptidase MepM			None		[STRING:511145.b1856][ASAP:ABE-0006189][ECHOBASE:EB0013][OU-MICROARRAY:b1856][ECOCYC:EG10013][REFSEQ:b1856] 
RDBECOLIGNC00012	acrD	b2470	2587595	2590708	forward	multidrug efflux pump RND permease AcrD			None		[STRING:511145.b2470][ASAP:ABE-0008136][ECHOBASE:EB0014][OU-MICROARRAY:b2470][CGSC:35697][ECOCYC:EG10014][REFSEQ:b2470] 
RDBECOLIGNC00013	rodZ	b2516	2641831	2642844	reverse	cytoskeleton protein RodZ			None		[STRING:511145.b2516][ASAP:ABE-0008283][ECHOBASE:EB0015][OU-MICROARRAY:b2516][ECOCYC:EG10015][REFSEQ:b2516] 
RDBECOLIGNC00014	garL	b3126	3272787	3273557	reverse	&alpha;-dehydro-&beta;-deoxy-<i>D</i>-glucarate aldolase			None		[STRING:511145.b3126][ASAP:ABE-0010276][ECHOBASE:EB0016][OU-MICROARRAY:b3126][ECOCYC:EG10016][REFSEQ:b3126] 
RDBECOLIGNC00015	ispB	b3187	3333710	3334681	forward	<i>all-trans</i>-octaprenyl-diphosphate synthase			None		[MIM:614651][STRING:511145.b3187][ASAP:ABE-0010474][ECHOBASE:EB0017][OU-MICROARRAY:b3187][CGSC:35712][ECOCYC:EG10017][REFSEQ:b3187] 
RDBECOLIGNC00016	csrD	b3252	3401392	3403332	reverse	regulator of CsrB and CsrC decay			None		[STRING:511145.b3252][ASAP:ABE-0010663][ECHOBASE:EB0018][OU-MICROARRAY:b3252][ECOCYC:EG10018][REFSEQ:b3252] 
RDBECOLIGNC00017	cpxR	b3912	4104972	4105670	reverse	DNA-binding transcriptional dual regulator CpxR			None		[STRING:511145.b3912][ASAP:ABE-0012774][ECHOBASE:EB0019][OU-MICROARRAY:b3912][CGSC:34166][ECOCYC:EG10020][REFSEQ:b3912] 
