,Total_Explained_Variance,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon,num_regulators,num_iM,MAD,log_TPM_median,range_log_tpm,quantile_range_log_tpm,Variance_Category,Expression_Category,Combined_Category
nhaA,0.6567326186821407,0.2967668996849461,UC-8,0.1466213341560686,GadXW,0.0986231808408971,RpoS,3,0,0.4423221340000012,5.930505067,6.769833182750001,2.5210882089999997,Medium Variance,Medium Expression,Medium Variance - Medium Expression
araC,0.6246134554030072,0.1620026141623396,ppGpp,0.1528394064920391,Crp-1,0.1389550300639365,Acetate,4,0,0.5415925679999996,5.493642905,8.461569596,3.926071720599999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ftsL,0.2564517329067954,0.1207128565325891,UC-2,0.0752398340306823,FlhDC-2,0.0710081286774734,LPS,3,1,0.4097086769999984,6.757148003999999,6.369754069610672,2.0752738182152832,Medium Variance,Medium Expression,Medium Variance - Medium Expression
pdhR,0.4731481303063005,0.1035317539460006,UC-6,0.0996101963915652,N Reduction,0.087792007940781,Fnr-1,8,5,0.666754280000001,7.61579903,10.35261226,3.7091535965999993,Medium Variance,Medium Expression,Medium Variance - Medium Expression
aceE,0.4963199665080707,0.198045640818811,Pyruvate-1,0.0999049710745089,Tryptophanase,0.0941986597034209,cyoB/ndh/nuoB KO-2,6,2,0.5148089409895444,10.14146979,9.902395441134129,2.565130109292696,Medium Variance,Medium Expression,Medium Variance - Medium Expression
aceF,0.4456953852483492,0.1951023200298866,Pyruvate-1,0.1237768259325228,Tryptophanase,0.0969598993887809,cyoB/ndh/nuoB KO-2,6,1,0.546030558,9.732490007,9.585841851,2.691516074799999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
gcd,0.8220152946963839,0.3924174284801823,crp KO-1,0.2305680267351849,ArcA,0.1003107496757013,UC-8,3,4,0.9840582410000004,6.413057512000001,9.133656807,4.803155107201793,Medium Variance,Medium Expression,Medium Variance - Medium Expression
erpA,0.6937065133422937,0.2990011292474152,Isc System,0.2011252607212164,Fnr-2,0.1021206740974868,Fnr-3,3,0,0.476251945214587,8.644070584785412,8.69907544404564,3.0041726026179845,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yafQ,0.8253402060015025,0.2077885545345769,UC-7,0.2071762603005035,IS Elements-1,0.1523546626598494,minicoli KOs,3,0,0.4673866309999992,6.660974942,9.517503543,2.781948636199999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
betB,0.8063799966167237,0.3745935380955174,minicoli KOs,0.2344301807865406,ArcA,0.1013434108967945,NrdR,3,1,0.6873827717706398,5.44631500877064,8.715804417000001,4.004581628593421,Medium Variance,Medium Expression,Medium Variance - Medium Expression
betI,0.8521820251229243,0.3892140733332155,minicoli KOs,0.2925979338780974,ArcA,0.115491061024864,NrdR,3,2,0.6972003439999988,6.100626782999999,9.077077164,4.420663191100386,Medium Variance,Medium Expression,Medium Variance - Medium Expression
codA,0.9362162249483952,0.4775282135114497,Pyrimidine,0.4234590008409961,minicoli KOs,0.0798115676144081,Purine,3,2,0.9685257309999996,6.684961155,10.25723263,4.598240665399999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yaiA,0.8131613455975866,0.2930976411415164,UC-8,0.2509901806740288,SoxS,0.0943817677373584,Resistance,3,3,0.5554020660760326,8.244143751439765,10.008248156932757,3.27476988629956,Medium Variance,Medium Expression,Medium Variance - Medium Expression
aroM,0.8497875234510833,0.1950465638124158,UC-8,0.0879238465253259,SoxS,0.0716738694743869,RpoS,3,1,0.555625990631782,5.954284092000001,8.418149297976662,3.647459683767261,Medium Variance,Medium Expression,Medium Variance - Medium Expression
