,Total_Explained_Variance,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon,num_regulators,num_iM,MAD,log_TPM_median,range_log_tpm,quantile_range_log_tpm,Variance_Category,Expression_Category,Combined_Category
yaaX,0.6899228146911386,0.1710065627002628,Leu/Val/Ile,0.1696015425787463,Nucleotide Stress,0.0953646211674922,Glycolate,0,3,0.7373346820000002,6.283660806,11.81791764,4.395200680461513,Medium Variance,Medium Expression,Medium Variance - Medium Expression
apaG,0.3077826424527229,0.0641820906736596,RpoE,0.0546200582774073,UC-1,0.0520457189599375,Nucleotide Stress,0,0,0.4096491768791344,7.159124138999998,7.696081466905365,1.9322116610250493,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yabP,0.4886041955500422,0.075542379192521,Efflux Pump,0.0630353408286091,yjjZ,0.0612701564558311,Nucleotide Stress,0,0,0.4275357599999996,5.886503397999999,5.293799037328234,1.875311435960352,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yabQ,0.3185136751534585,0.064058166811452,Rhamnose,0.0636296559357734,ytiC,0.0585586464126606,Cold Shock,0,0,0.681452556,6.212387399,5.728137515,2.9216755135999994,Medium Variance,Medium Expression,Medium Variance - Medium Expression
thiB,0.9233940159731584,0.3998824698048832,Thiamine-2,0.3620265631286073,minicoli KOs,0.2767340532953769,Thiamine-1,1,3,0.9263118071651776,6.463759995,8.370242789,4.566083886592756,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yacG,0.5177391249157937,0.0861402375143838,Thiamine-1,0.0831843257297451,UC-2,0.0788374323264893,Glycolate,0,0,0.4239410829999999,6.729964543,7.003621334037454,3.225110046607149,Medium Variance,Medium Expression,Medium Variance - Medium Expression
guaC,0.607376217962792,0.1961417359643592,Cold Shock,0.1463856603551198,UC-8,0.1195327772735167,Fnr-1,0,0,0.5500637300000015,8.107846976,6.706879006557102,3.0021344779999994,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yacL,0.6624438537610178,0.2597399794856613,UC-1,0.1530043952286867,ppGpp,0.1130030991329611,UC-8,0,1,0.5186440740000009,6.363347007000001,6.466580667247773,2.7874245235357096,Medium Variance,Medium Expression,Medium Variance - Medium Expression
sfsA,0.8143103564871039,0.4915290327353474,UC-8,0.3063290052375654,UC-2,0.1560819042990208,Crp-1,0,2,0.529391958075558,6.456179243999999,6.936077098499999,2.7774603126000006,Medium Variance,Medium Expression,Medium Variance - Medium Expression
fhuA,0.7998987010219903,0.2134647433058742,Fur-2,0.1115207059142143,Thiamine-2,0.0795264945646286,UC-2,0,1,0.8619670509999997,7.692257355,9.649912862,8.9276779754,Medium Variance,Medium Expression,Medium Variance - Medium Expression
yaeH,0.6621147241268573,0.3069062873207334,ppGpp,0.1356905336679341,Translation,0.1085324497760291,Crp-1,0,0,0.450020789822668,8.49514305,8.878298738000002,2.614349484799999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
dxr,0.6445886559002576,0.4063435491991686,UC-2,0.1158770335899105,Nucleotide Stress,0.0850123426119492,UC-8,0,1,0.4523664209999998,5.609455358,5.809667365151364,1.9828889344385447,Medium Variance,Medium Expression,Medium Variance - Medium Expression
tilS,0.4639544247935872,0.1205462172205389,pts ALE,0.1143741217401704,Cold Shock,0.0923213634715934,ppGpp,0,0,0.4520211180000002,5.150275488,4.773943325000001,2.301276420180651,Medium Variance,Medium Expression,Medium Variance - Medium Expression
rof,0.5694848850550003,0.4103105420864589,ppGpp,0.0945846599245316,UC-7,0.0866505569192638,Translation,0,0,0.4811014970000018,7.491936984,7.196427508121875,2.4800975027025,Medium Variance,Medium Expression,Medium Variance - Medium Expression
arfB,-0.0843493997588538,0.1337827711659359,UC-8,0.0664694302223363,FlhDC-2,0.047693932069741,baeR KO,0,0,0.419931092718727,5.766231538,6.230228091749999,1.7709952120000008,Medium Variance,Medium Expression,Medium Variance - Medium Expression
gpt,0.7964491906737576,0.4424870852056889,ppGpp,0.1649021190813588,Pyrimidine,0.0872385279665993,UC-8,0,1,0.7735742670000016,7.645795362999999,6.683245512,3.5702692628,Medium Variance,Medium Expression,Medium Variance - Medium Expression
proA,0.3701546179580973,0.1086390403273803,Glutarate,0.0899044113344286,Leucine,0.0634866957000216,FDH-O,0,0,0.4198514299999996,7.417260921,7.234149869029699,1.972288354434986,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ykfB,0.7856714853120469,0.4779663580034203,UC-7,0.1547627722906478,minicoli KOs,0.1136107647664187,FliA,0,1,0.5662358799999998,5.52086523,9.184584065,2.9770011615227427,Medium Variance,Medium Expression,Medium Variance - Medium Expression
mmuM,0.8203973326211108,0.2343447293055824,Methionine,0.2021251924389491,minicoli KOs,0.0970278889487566,UC-7,0,1,0.5769870589710422,5.341583462028958,9.417430568,3.726954117210189,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ppnP,0.3860243861881146,0.1679086795680101,ppGpp,0.0698101301756743,Translation,0.0414605635351468,BW25113,0,0,0.4539157728579575,8.066822437999999,8.31482663725,2.287475853799997,Medium Variance,Medium Expression,Medium Variance - Medium Expression
proY,0.713863830112825,0.439328169665063,Nucleotide Stress,0.1400202335054843,UC-3,0.0918223868685341,Cellulose,0,0,0.4779940590000002,5.336679293,5.641591818999999,2.3774641762517303,Medium Variance,Medium Expression,Medium Variance - Medium Expression
xseB,0.3702622598014785,0.1342763245524976,LPS,0.1102730231313909,ppGpp,0.0529896473255454,Efflux Pump,0,0,0.419226329050228,7.665314713,7.693972652856907,2.343768478000001,Medium Variance,Medium Expression,Medium Variance - Medium Expression
tig,0.751263025781066,0.4823406161347563,Translation,0.2045182352760507,ppGpp,0.1018651173546478,UC-8,0,0,0.4043391024185716,10.28675866,9.947426853491065,1.8943643894762,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ybaZ,0.6323251221032267,0.1317490964638408,Translation,0.1073868339719942,LPS,0.0496978036080413,Acid Shock RNA,0,0,0.4198910931489594,5.56967887214896,5.053976395215215,2.320810111945476,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ylaC,0.7260011761604392,0.3709288853578607,ArcA,0.10635875318481,Fnr-1,0.1010956173293036,Cold Shock,0,1,0.4746732476595738,6.758283346,7.954862553889182,2.800162576999999,Medium Variance,Medium Expression,Medium Variance - Medium Expression
maa,0.4262979590120018,0.160911352389894,CpxR,0.0627530313279839,Efflux Pump,0.0493344695995536,Cold Shock,0,3,0.5073050756582509,5.972304473658251,6.966856523985738,2.5524830171369963,Medium Variance,Medium Expression,Medium Variance - Medium Expression
adk,0.8115517372039077,0.3313710372783417,ppGpp,0.0920684885791542,Cra,0.0814497872187023,Fnr-1,0,0,0.5556552270000008,9.180007794,7.846543069703029,2.6433346234375774,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ybaK,0.4749019856637926,0.1941498369890685,Cold Shock,0.1462595451161507,UC-3,0.1012274323723932,Thiamine-1,0,0,0.5567591099999998,6.248464884,5.111583567139036,2.796271571851696,Medium Variance,Medium Expression,Medium Variance - Medium Expression
cueR,0.5985041024214868,0.1826769585961207,GadX,0.1371755689747942,GadXW,0.1238167073779151,Translation,0,0,0.5179134799999998,6.500968982000001,6.379495959499999,2.7014630319999995,Medium Variance,Medium Expression,Medium Variance - Medium Expression
qmcA,0.5256562204741643,0.1875687206083617,Cellulose,0.1367410922207848,ppGpp,0.0961445989698815,Microaerobic,0,0,0.4653352856389281,5.801319421577532,5.215472615,2.5645384235999997,Medium Variance,Medium Expression,Medium Variance - Medium Expression
cnoX,0.8559243692887143,0.491953628989989,RpoH,0.1384173470283823,minicoli KOs,0.0779068888010227,Efflux Pump,0,1,0.4275574530000003,7.725953764,7.035639150982343,3.162669099885499,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ybcJ,0.4288052460768283,0.1347491903422891,Purine,0.0878516190968637,UC-1,0.0589718235859793,Osmoprotectant,0,0,0.5776435427504785,6.222650866249522,6.536923078079493,3.7967220005696127,Medium Variance,Medium Expression,Medium Variance - Medium Expression
insH2,0.9512089951843284,0.3668611779608041,IS Elements-1,0.303630744409508,IS5,0.2265928612180647,minicoli KOs,0,3,0.5956500220000018,7.076112069,9.827064877,2.913989479,Medium Variance,Medium Expression,Medium Variance - Medium Expression
tatE,0.5992042127988679,0.1276965341074245,Osmoprotectant,0.0751185855978544,Suf System,0.0739313794565419,RpoS,0,1,0.6085833799999998,7.840737700000001,7.388240558045931,3.0414127246838696,Medium Variance,Medium Expression,Medium Variance - Medium Expression
lipA,0.6289697907824889,0.2844591474473311,SoxS,0.0809011670617004,Pyruvate-1,0.0784806936003751,Pyruvate-2,0,1,0.5572293269999999,7.983400326,7.814601809499999,2.6428654025999982,Medium Variance,Medium Expression,Medium Variance - Medium Expression
lipB,0.5915033622666084,0.1148370685590617,ppGpp,0.0997607123344518,NRZ,0.0922008856258352,Crp-1,0,0,0.4120655129999999,6.537461305,5.735283910332493,2.855809284753099,Medium Variance,Medium Expression,Medium Variance - Medium Expression
ybeD,0.7626107440563413,0.3220924588634926,RpoH,0.1352640074506758,Nucleotide Stress,0.0640285443616691,UC-1,0,1,0.4780207880000002,8.359120357,8.898908915918586,2.983161874086843,Medium Variance,Medium Expression,Medium Variance - Medium Expression
rlmH,0.6564177299741719,0.4149135900425525,ppGpp,0.1410330524812996,Crp-1,0.0843449942537344,UC-2,0,0,0.4346703133542711,6.609902869645729,6.157319270299098,2.2382291819607207,Medium Variance,Medium Expression,Medium Variance - Medium Expression
gltI,0.8755109789409604,0.348302115204762,minicoli KOs,0.345550779578689,Glutamine,0.1225426990309221,Acetate,1,0,0.5347682252838659,8.132829055716135,10.97724172,3.3054886421448364,Medium Variance,Medium Expression,Medium Variance - Medium Expression
asnB,0.7214348025547366,0.1618705427334233,Leu/Val/Ile,0.1420625775653274,NtrC-2,0.1322300062682518,Acetate,0,1,0.4418941285993973,7.304204216,8.673730478738891,2.8891541278538933,Medium Variance,Medium Expression,Medium Variance - Medium Expression
