,Total_Explained_Variance,Top_1_Explained_Variance,Top_1_iModulon,Top_2_Explained_Variance,Top_2_iModulon,Top_3_Explained_Variance,Top_3_iModulon,num_regulators,num_iM,MAD,log_TPM_median,range_log_tpm,quantile_range_log_tpm,Variance_Category,Expression_Category,Combined_Category
sgrR,0.7336025782044175,0.4998321222470492,minicoli KOs,0.1101183915929326,UC-7,0.0808900510833928,UC-2,1,0,0.376218304,4.471184479,5.94804757,2.2319082254094087,Low Variance,Low Expression,Low Variance - Low Expression
setA,0.5890663058995886,0.3769041731168512,minicoli KOs,0.097740321934937,UC-6,0.0863846452657526,UC-1,4,0,0.3769527359999998,4.424911325,7.696862822999999,2.176449765,Low Variance,Low Expression,Low Variance - Low Expression
ampE,0.4884056212004366,0.3132893956736502,ppGpp,0.1103929989270555,Translation,0.0812155979415566,UC-1,0,0,0.3520584360000001,5.113983096,5.730048983996357,1.8777009540693683,Low Variance,Low Expression,Low Variance - Low Expression
yadN,0.2532964538713284,0.2730513001129162,Cold Shock,0.1237518307744024,gcvB,0.0792565794840731,ROS TALE Amp,1,0,0.3569986192680341,0.7736031512680341,5.078805329,2.2565076251843403,Low Variance,Low Expression,Low Variance - Low Expression
yaeI,0.6511932758942993,0.1213536592169212,Cold Shock,0.1109406136223885,Cellulose,0.10528895437373,UC-8,0,1,0.369150093218856,3.659781033781144,5.388621403,2.2703242092762603,Low Variance,Low Expression,Low Variance - Low Expression
dkgB,0.2157452369586229,0.0517338214279172,NDH-1,0.0472815831745302,Osmoprotectant,0.0384966615454136,Nucleoside,0,0,0.3633869722895815,5.096091987,5.075051515750001,2.153524863571564,Low Variance,Low Expression,Low Variance - Low Expression
yafC,0.4248133912711073,0.223325700732339,ppGpp,0.0771717426884115,Translation,0.0484825888627284,FlhDC-1,1,0,0.2824602954624113,5.038507617462411,7.445405213,1.9937870707604035,Low Variance,Low Expression,Low Variance - Low Expression
yafT,0.5264915811503998,0.2209671794804096,gcvB,0.1430842838004556,ppGpp,0.100103272013687,LPS,0,0,0.3412736900000002,2.317934499,5.902211006,2.585953571599997,Low Variance,Low Expression,Low Variance - Low Expression
dinB,0.7221138872382313,0.4739381073377521,minicoli KOs,0.3510956778654804,UC-7,0.0540896338003941,nquinone ALE 3,0,1,0.3589706490000002,4.00589319,6.173086725,2.1245597147999997,Low Variance,Low Expression,Low Variance - Low Expression
yafN,0.6988538985050471,0.4435367487627514,minicoli KOs,0.3135031741471215,UC-7,0.1088557100689026,Glutamine,1,0,0.3539783203579461,4.786895551000001,7.577499759,1.932803009246209,Low Variance,Low Expression,Low Variance - Low Expression
yafO,0.5358185572004643,0.3990116395268622,minicoli KOs,0.2150241502734504,UC-7,0.0959923770195867,UC-3,1,0,0.3316342091178663,4.02923085,6.151679494,2.025331264,Low Variance,Low Expression,Low Variance - Low Expression
yafW,0.2592226042537506,0.2744592467945546,SSW SNPs,0.0392950832563611,Methionine,0.0342173557738726,UC-2,0,1,0.328598745,0.328598745,6.049029881,1.3439068771999996,Low Variance,Low Expression,Low Variance - Low Expression
ykfG,-0.160139015207364,0.1524263298305863,SSW SNPs,0.0451893430951584,LPS,0.0421631291511565,ldrD,0,1,0.313206496,0.555235365,5.413178805,1.4774909009999997,Low Variance,Low Expression,Low Variance - Low Expression
insI1,0.6614783962558037,0.2514870203555256,UC-7,0.1380859335990327,IS Elements-2,0.109903293619295,PAL 10 Del,0,1,0.390490695,2.69636204,6.484535952028265,2.0462843494,Low Variance,Low Expression,Low Variance - Low Expression
ykfC,0.4763500411530214,0.2631863709901358,minicoli KOs,0.253483269269108,UC-7,0.0779775017832543,IS Elements-1,0,0,0.364287333,4.240413277,6.460140836182733,2.099421859950736,Low Variance,Low Expression,Low Variance - Low Expression
yagM,0.4136970175587248,0.3581990573035458,gcvB,0.0789955416163994,minicoli KOs,0.0494823204989,Cold Shock,0,1,0.3448093125797101,1.262237782127014,5.524893306159138,2.312436735623493,Low Variance,Low Expression,Low Variance - Low Expression
ecpE,0.421922125022361,0.3145839062727132,UC-7,0.1405154500598828,minicoli KOs,0.1273683427801982,ppGpp,0,0,0.3303435160000001,3.588703547,5.29289584668892,1.9213012113504813,Low Variance,Low Expression,Low Variance - Low Expression
yahB,0.7871100099308407,0.3654088139414652,minicoli KOs,0.1532028261180864,Cellulose,0.1242527617243356,pts ALE,0,0,0.3576764410000002,3.850100686,5.3504417958732615,1.7400877980000002,Low Variance,Low Expression,Low Variance - Low Expression
yahJ,0.7368728384655736,0.4372671584286248,minicoli KOs,0.0903068697624636,Glutarate,0.0754701467346037,Cold Shock,0,1,0.3703145007249819,4.507626770358907,7.006349239724388,2.6505032146033525,Low Variance,Low Expression,Low Variance - Low Expression
cynR,0.7698347030788175,0.2710501784220557,minicoli KOs,0.0991949800829857,UC-2,0.0895806463445473,UC-7,3,1,0.4040013199999999,3.661901917,6.000488925,2.7013259368,Low Variance,Low Expression,Low Variance - Low Expression
lacY,0.161244464643488,0.1409413644925976,Thr/Ser-1,0.1343575023814429,Galactose,0.1215392104830593,PaaX,5,0,0.3566420479076257,1.4108446539076258,5.4042058420000005,2.070113502199999,Low Variance,Low Expression,Low Variance - Low Expression
sbmA,0.8266384191117192,0.3173298547323894,minicoli KOs,0.1606791165684988,Flagella,0.1178357135688116,UC-7,1,0,0.3350534400000002,4.501704998999999,7.390804610230617,1.8819413322,Low Variance,Low Expression,Low Variance - Low Expression
araJ,0.3806021130633711,0.0608784698273139,Sorbitol,0.0554817361524359,FlhDC-2,0.0468848010738471,Thr/Ser-1,3,0,0.2585865570542518,4.12170105,5.04062986,1.693872670469775,Low Variance,Low Expression,Low Variance - Low Expression
